Name,City,State,Legacy NTD ID,NTD ID,Organization Type,NTD Reporter Type,Primary UZA Population,Agency VOMS,Mode,Type of Service,Mode VOMS,Mode VOMS Questionable,Max Trains in Operation,Max Trains in Operation Questionable,Average Speed (mi/hr),Average Speed (mi/hr) Questionable,Average Passenger Trip Length (mi),Average Passenger Trip Length (mi) Questionable,Passengers per Hour,Passengers per Hour Questionable,Scheduled Vehicle Revenue Miles,Scheduled Vehicle Revenue Miles Questionable,Vehicle Miles,Vehicle Miles Questionable,Vehicle Revenue Miles,Vehicle Revenue Miles Questionable,Deadhead Miles,Deadhead Miles Questionable,Vehicle Hours,Vehicle Hours Questionable,"Vehicle 
Revenue 
Hours",Vehicle Revenue Hours Questionable,Deadhead Hours,Deadhead Hours Questionable,Train Miles,Train Miles Questionable,"Train 
Revenue
Miles",Train Revenue Miles Questionable,Train Hours,Train Hours Questionable,"Train 
Revenue 
Hours",Train Revenue Hours Questionable,Unlinked Passenger Trips,Unlinked Passenger Trips Questionable,Passenger Miles,Passenger Miles Questionable,Directional Route Miles,Directional Route Miles Questionable,Any data questionable
Zuni Pueblo,Zuni,NM,6T22,66242,Tribe,Reduced Reporter,0,3,MB,DO,3,,0,,26.7286,,0,,10.2399,,0,,0,,102504,,0,,0,,3835,,0,,0,,0,,0,,0,,39270,,0,,0,,No
Sitka Tribe of Alaska,Sitka,AK,0T14,14,Tribe,Reduced Reporter,0,3,MB,DO,3,,0,,14.8203,,0,,5.9893,,0,,0,,142186,,0,,0,,9594,,0,,0,,0,,0,,0,,57461,,0,,0,,No
City of Solvang,Solvang,CA,9R02-039,9R02-91028,Independent Public Agency or Authority of Transit Service,Rural Reporter,0,3,DR,PT,1,,0,,12.661,,0,,2.1469,,0,,0,,34210,,0,,0,,2702,,0,,0,,0,,0,,0,,5801,,0,,0,,No
Yankton Sioux Tribe,Wagner,SD,8T16,88194,Tribe,Reduced Reporter,0,3,MB,DO,2,,0,,31.1609,W,0,,3.3657,W,0,,0,,118879,,0,,0,,3815,W,0,,0,,0,,0,,0,,12840,W,0,,0,,Yes
Habersham County Transit,Clarkesville,GA,4R03-006,4R03-40994,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,3,DR,DO,3,,0,,15.8703,,0,,1.973,,0,,0,,64735,,0,,0,,4079,,0,,0,,0,,0,,0,,8048,,0,,0,,No
Central City ,Central City,NE,7R04-040,7R04-70234,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,3,DR,DO,3,,0,,11.6053,,0,,5.3429,,0,,0,,15435,,0,,0,,1330,,0,,0,,0,,0,,0,,7106,,0,,0,,No
Squaxin Island Tribe,Shelton,WA,0T16,103,Tribe,Reduced Reporter,0,3,MB,DO,3,,0,,15.6508,,0,,6.6239,,0,,0,,45935,,0,,0,,2935,,0,,0,,0,,0,,0,,19441,,0,,0,,No
Southern Teton Area Rapid Transit,Jackson,WY,8R05-010,0R01-80188,Independent Public Agency or Authority of Transit Service,Rural Reporter,0,3,MB,DO,3,,0,,33.5961,,0,,17.8845,,0,,0,,59633,,0,,0,,1775,,0,,0,,0,,0,,0,,31745,,0,,0,,No
Pratt County RSVP,Pratt,KS,7R02-091,7R02-70141,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,3,DR,DO,3,,0,,12.6499,,0,,5.8048,,0,,0,,38696,,0,,0,,3059,,0,,0,,0,,0,,0,,17757,,0,,0,,No
Peach County Transit,Fort Valley,GA,4R03-043,4R03-40910,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,3,DR,DO,3,,0,,14.2112,,0,,1.7199,,0,,0,,70530,,0,,0,,4963,,0,,0,,0,,0,,0,,8536,,0,,0,,No
Oakland Heights,Oakland,NE,7R04-006,7R04-70124,Private-Non-Profit Corporation,Rural Reporter,0,3,DR,DO,3,,0,,23.1566,,0,,2.8778,,0,,0,,29571,,0,,0,,1277,,0,,0,,0,,0,,0,,3675,,0,,0,,No
Rice County Council on Aging,Lyons,KS,7R02-084,7R02-70210,Private-Non-Profit Corporation,Rural Reporter,0,3,DR,DO,3,,0,,16.0981,,0,,1.8156,,0,,0,,55619,,0,,0,,3455,,0,,0,,0,,0,,0,,6273,,0,,0,,No
Town of Lexington,Lexington,MA,1159,10181,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,4181019,3,MB,PT,3,,0,,15.9406,,0,,7.207,,0,,0,,139719,,0,,0,,8765,,0,,0,,0,,0,,0,,63169,,0,,0,,No
"Hibbing, City of",Hibbing,MN,5R04-003,5R04-50332,Independent Public Agency or Authority of Transit Service,Rural Reporter,0,3,DR,DO,1,,0,,11.7475,,0,,4.4639,,0,,0,,64517,,0,,0,,5492,,0,,0,,0,,0,,0,,24516,,0,,0,,No
Lac du Flambeau Band of Lake Superior Chippewa Indians,Lac Du Flambeau,WI,5T17,55300,Tribe,Reduced Reporter,0,3,DR,PT,2,,0,,16.3551,,0,,3.5309,,0,,0,,89528,,0,,0,,5474,,0,,0,,0,,0,,0,,19328,,0,,0,,No
Chattooga County Transit,Summerville,GA,4R03-077,4R03-41012,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,3,DR,DO,3,,0,,13.2181,,0,,2.0353,,0,,0,,74418,,0,,0,,5630,,0,,0,,0,,0,,0,,11459,,0,,0,,No
City of Brandon - Brandon City Transit,Madison,SD,8R04-005,8R04-80154,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,3,DR,DO,3,,0,,7.9728,,0,,4.3311,,0,,0,,24660,,0,,0,,3093,,0,,0,,0,,0,,0,,13396,,0,,0,,No
City of Hollywood,Hollywood,FL,,40255,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,5502379,3,MB,PT,3,,0,,12.508,,0,,6.5366,,0,,0,,145306,,0,,0,,11617,,0,,0,,0,,0,,0,,75936,,0,,0,,No
Hart County Public Transit,Hartwell,GA,4R03-008,4R03-41144,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,3,DR,DO,3,,0,,14.4518,,0,,2.5001,,0,,0,,54411,,0,,0,,3765,,0,,0,,0,,0,,0,,9413,,0,,0,,No
Watonwan County,St. James,MN,5R04-047,5R04-50448,Independent Public Agency or Authority of Transit Service,Rural Reporter,0,3,DR,DO,3,,0,,17.6147,,0,,3.1045,,0,,0,,160276,,0,,0,,9099,,0,,0,,0,,0,,0,,28248,,0,,0,,No
Hancock County Transit,Sparta,GA,4R03-022,4R03-41062,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,3,DR,DO,3,,0,,17.8025,,0,,2.1045,,0,,0,,144859,,0,,0,,8137,,0,,0,,0,,0,,0,,17124,,0,,0,,No
River Parishes Transit Authority,LaPlace,LA,6112,60112,Independent Public Agency or Authority of Transit Service,Reduced Reporter,899703,3,DR,PT,3,,0,,16.5623,,0,,1.3229,,0,,0,,206383,,0,,0,,12461,,0,,0,,0,,0,,0,,16485,,0,,0,,No
Hooker Co,Mullen,NE,7R04-032,7R04-70143,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,3,DR,DO,3,,0,,21.3131,,0,,0.3985,,0,,0,,11232,,0,,0,,527,,0,,0,,0,,0,,0,,210,,0,,0,,No
City of Bisbee,Bisbee,AZ,9R01-001,9R01-91121,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,3,MB,PT,3,,0,,18.2433,,0,,9.2438,,0,,0,,71897,,0,,0,,3941,,0,,0,,0,,0,,0,,36430,,0,,0,,No
Kidder-Emmons County Senior Services ,Steele,ND,8R03-008,8R03-80228,Private-Non-Profit Corporation,Rural Reporter,0,3,DR,DO,3,,0,,24.0491,,0,,2.8911,,0,,0,,49445,,0,,0,,2056,,0,,0,,0,,0,,0,,5944,,0,,0,,No
Telfair County Transit,McRae,GA,4R03-073,4R03-41099,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,3,DR,DO,3,,0,,11.375,,0,,3.3666,,0,,0,,44681,,0,,0,,3928,,0,,0,,0,,0,,0,,13224,,0,,0,,No
Hitch & Hay Public Transit,Stratton,NE,7R04-029,7R04-70100,Private-Non-Profit Corporation,Rural Reporter,0,3,DR,DO,3,,0,,24.0248,,0,,0.6863,,0,,0,,67702,,0,,0,,2818,,0,,0,,0,,0,,0,,1934,,0,,0,,No
Archuleta County Transportation/Mountain Express Transit,Pagosa Springs ,CO,8R01-002,8R01-80280,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,3,MB,DO,1,,0,,10.6319,W,0,,1.5137,W,0,,0,,42283,,0,,0,,3977,W,0,,0,,0,,0,,0,,6020,,0,,0,,Yes
Morrill County Handi Bus,Bridgeport,NE,7R04-041,7R04-70203,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,3,DR,DO,3,,0,,12.9519,,0,,2.9679,,0,,0,,10504,,0,,0,,811,,0,,0,,0,,0,,0,,2407,,0,,0,,No
City of Americus,Americus,GA,4R03-045,4R03-41149,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,3,DR,DO,3,,0,,10.0982,,0,,2.5557,,0,,0,,48209,,0,,0,,4774,,0,,0,,0,,0,,0,,12201,,0,,0,,No
Snoqualmie Indian Tribe,Snoqualmie,WA,0T15,15,Tribe,Reduced Reporter,0,3,DR,DO,3,,0,,33.0964,,0,,1.0561,,0,,0,,64869,,0,,0,,1960,,0,,0,,0,,0,,0,,2070,,0,,0,,No
Liberty Transit,Hinesville,GA,4193,40193,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,51456,3,MB,PT,3,,0,,10.1315,,0,,2.3025,,0,,0,,87617,,0,,0,,8648,,0,,0,,0,,0,,0,,19912,,0,,0,,No
Elk County,Howard,KS,7R02-073,7R02-70158,Private-Non-Profit Corporation,Rural Reporter,0,3,DR,DO,3,,0,,34.9396,,0,,1.5309,,0,,0,,72919,,0,,0,,2087,,0,,0,,0,,0,,0,,3195,,0,,0,,No
City of Lamar,Lamar,MO,7R03-004,7R03-70211,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,3,DR,DO,3,,0,,17.9765,,0,,8.0031,,0,,0,,46667,,0,,0,,2596,,0,,0,,0,,0,,0,,20776,,0,,0,,No
Southeast Nebraska Community Action Partnership,Humboldt,NE,7R04-048,7R04-70112,Private-Non-Profit Corporation,Rural Reporter,0,3,DR,DO,3,,0,,10.9123,,0,,3.6849,,0,,0,,20395,,0,,0,,1869,,0,,0,,0,,0,,0,,6887,,0,,0,,No
City of Guadalupe,GUADALUPE,CA,9R02-042,9R02-91043,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,3,DR,PT,1,,0,,17.5747,,0,,2.1494,,0,,0,,10703,,0,,0,,609,,0,,0,,0,,0,,0,,1309,,0,,0,,No
"Wasco, City of",Wasco,CA,9R02-028,9R02-99426,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,3,DR,DO,3,,0,,9.6966,,0,,6.7728,,0,,0,,34704,,0,,0,,3579,,0,,0,,0,,0,,0,,24240,,0,,0,,No
Wilcox County Transit,Abbeville,GA,4R03-066,4R03-41156,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,3,DR,DO,3,,0,,26.1105,,0,,0.7739,,0,,0,,122876,,0,,0,,4706,,0,,0,,0,,0,,0,,3642,,0,,0,,No
"Southwestern MN Opportunity Council, Inc.",Worthington,MN,5R04-046,5R04-50471,Independent Public Agency or Authority of Transit Service,Rural Reporter,0,3,DR,DO,2,,0,,5.4452,,0,,2.8665,,0,,0,,45299,,0,,0,,8319,,0,,0,,0,,0,,0,,23846,,0,,0,,No
Town of Red River,Red River,NM,6R03-015,6R03-60237,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,3,DR,DO,3,,0,,7.4811,,0,,11.2326,,0,,0,,26498,,0,,0,,3542,,0,,0,,0,,0,,0,,39786,,0,,0,,No
City of Atlanta - Department of Public Works - Transit Division,Atlanta,GA,4230,40230,"City, County or Local Government Unit or Department of Transportation",Full Reporter,4515419,3,SR,DO,3,,2,,4.8101,,0.945,,33.3,,61207,,58025,,57952,,73,,12185,,12048,,137,,58025,,57952,,12185,,12048,,401198,,379151,,2.69,,No
White Pine - Ely Bus,Ely,NV,9R04-033,9R04-91099,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,3,DR,DO,3,,0,,13.1789,,0,,5.2744,,0,,0,,32565,,0,,0,,2471,,0,,0,,0,,0,,0,,13033,,0,,0,,No
City of Burlington,Burlington,MA,1158,10180,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,4181019,3,MB,PT,3,,0,,15,,0,,3.3394,,0,,0,,71250,,0,,0,,4750,,0,,0,,0,,0,,0,,15862,,0,,0,,No
City of Arcata,Arcata,CA,9R02-108,9R02-91018,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,3,MB,DO,3,,0,,12.543,,0,,31.4431,,0,,0,,96782,,0,,0,,7716,,0,,0,,0,,0,,0,,242615,,0,,0,,No
Washington County,Plymouth,NC,4R06-064,4R06-40959,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,3,DR,DO,3,,0,,21.7679,,0,,2.9287,,0,,0,,90402,,0,,0,,4153,,0,,0,,0,,0,,0,,12163,,0,,0,,No
Lancaster Co Rural Transit,Lincoln,NE,7R04-037,7R04-70164,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,3,DR,DO,3,,0,,15.4772,,0,,1.2605,,0,,0,,33570,,0,,0,,2169,,0,,0,,0,,0,,0,,2734,,0,,0,,No
Town of Quartzsite,Quartzsite,AZ,,9R01-99437,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,3,MB,DO,1,,0,,19.9756,,0,,0.7276,,0,,0,,32700,,0,,0,,1637,,0,,0,,0,,0,,0,,1191,,0,,0,,No
Hillsdale Dial-A-Ride,Hillsdale,MI,5R03-035,5R03-50268,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,3,DR,DO,3,,0,,9.7815,,0,,5.6882,,0,,0,,48350,,0,,0,,4943,,0,,0,,0,,0,,0,,28117,,0,,0,,No
Goliad County,Goliad,TX,,6R05-66281,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,3,DR,PT,3,,0,,17.2781,,0,,1.7277,,0,,0,,74745,,0,,0,,4326,,0,,0,,0,,0,,0,,7474,,0,,0,,No
Airport Corridor Transportation Association,Pittsburgh,PA,,30990,Private-Non-Profit Corporation,Reduced Reporter,1733853,3,DR,PT,3,,0,,14.2996,,0,,6.7457,,0,,0,,169379,,0,,0,,11845,,0,,0,,0,,0,,0,,79903,,0,,0,,No
City of Driggs,Driggs,ID,,0R01-00402,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,3,MB,PT,3,,0,,18.3333,,0,,4.4003,,0,,0,,84095,,0,,0,,4587,,0,,0,,0,,0,,0,,20184,,0,,0,,No
Wilkes County Commission Transit,Washington,GA,4R03-033,4R03-41168,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,3,DR,DO,3,,0,,16.6705,,0,,2.4492,,0,,0,,91071,,0,,0,,5463,,0,,0,,0,,0,,0,,13380,,0,,0,,No
City of Portales,Portales,NM,6R03-007,6R03-60253,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,3,DR,DO,3,,0,,8.8709,,0,,2.238,,0,,0,,47264,,0,,0,,5328,,0,,0,,0,,0,,0,,11924,,0,,0,,No
Anderson County Council on Aging,Garnett,KS,7R02-056,7R02-70204,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,3,DR,DO,3,,0,,8.5575,,0,,4.4948,,0,,0,,18972,,0,,0,,2217,,0,,0,,0,,0,,0,,9965,,0,,0,,No
Yurok Tribe,Klamath,CA,9T09,99262,Tribe,Reduced Reporter,0,3,DR,DO,3,,0,,14.8744,,0,,1.6666,,0,,0,,113194,,0,,0,,7610,,0,,0,,0,,0,,0,,12683,,0,,0,,No
Meeteetse Recreation District,Meeteetse,WY,8R05-042,8R05-80222,Private-Non-Profit Corporation,Rural Reporter,0,3,DR,DO,3,,0,,13.7828,,0,,3.7855,,0,,0,,5141,,0,,0,,373,,0,,0,,0,,0,,0,,1412,,0,,0,,No
Fallon County ,Baker,MT,,8R02-88217,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,3,DR,DO,3,,0,,5.4622,,0,,2.531,,0,,0,,14360,,0,,0,,2629,,0,,0,,0,,0,,0,,6654,,0,,0,,No
Banks County Transit,Homer,GA,4R03-001,4R03-40985,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,2,DR,DO,2,,0,,14.6419,,0,,0.9829,,0,,0,,52125,,0,,0,,3560,,0,,0,,0,,0,,0,,3499,,0,,0,,No
City of Moscow,Moscow,ID,0R01-024,0R01-00288,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,2,VP,DO,2,,0,,46.6667,,0,,1.4366,,0,,0,,173040,,0,,0,,3708,,0,,0,,0,,0,,0,,5327,,0,,0,,No
Leech Lake Band of Ojibwe,Cass Lake,MN,5T08,55258,Tribe,Reduced Reporter,0,2,DR,DO,2,,0,,15.656,W,0,,4.0608,W,0,,0,,65129,,0,,0,,4160,W,0,,0,,0,,0,,0,,16893,,0,,0,,Yes
Rosebud Community Hospital,Forsyth,MT,8R02-036,8R02-80139,Private-Non-Profit Corporation,Rural Reporter,0,2,DR,DO,2,,0,,22.8077,,0,,0.5884,,0,,0,,58342,,0,,0,,2558,,0,,0,,0,,0,,0,,1505,,0,,0,,No
Pittsfield Council on Aging,Pittsfield,MA,,10196,Area Agency on Aging,Reduced Reporter,59124,2,DR,DO,2,,0,,6.6389,,0,,1.7302,,0,,0,,20076,,0,,0,,3024,,0,,0,,0,,0,,0,,5232,,0,,0,,No
Rush County Public Transportation,LaCrosse,KS,7R02-092,7R02-70086,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,2,DR,DO,2,,0,,19.2225,,0,,3.0334,,0,,0,,20126,,0,,0,,1047,,0,,0,,0,,0,,0,,3176,,0,,0,,No
Shoshone County,Wallace,ID,,0R01-00404,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,2,MB,PT,1,,0,,20.9733,,0,,6.371,,0,,0,,51049,,0,,0,,2434,,0,,0,,0,,0,,0,,15507,,0,,0,,No
"Senior Citizens of Kodiak, Inc.",Kodiak,AK,0R04-001,0R04-00340,Private-Non-Profit Corporation,Rural Reporter,0,2,MB,PT,2,,0,,11.5564,,0,,5.1888,,0,,0,,40956,,0,,0,,3544,,0,,0,,0,,0,,0,,18389,,0,,0,,No
Heard County Transit,Franklin,GA,4R03-039,4R03-40908,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,2,DR,DO,2,,0,,11.6679,,0,,0.827,,0,,0,,53019,,0,,0,,4544,,0,,0,,0,,0,,0,,3758,,0,,0,,No
Sac and Fox Nation of Missouri,Reserve,KS,,70273,Tribe,Reduced Reporter,0,2,DR,DO,2,,0,,35.5198,,0,,1.0357,,0,,0,,17902,,0,,0,,504,,0,,0,,0,,0,,0,,522,,0,,0,,No
Havasupai Tribe,Supai,AZ,9T10,99298,Tribe,Reduced Reporter,0,2,DR,DO,2,,0,,42.5692,,0,,2,,0,,0,,26776,,0,,0,,629,,0,,0,,0,,0,,0,,1258,,0,,0,,No
White Mountain Apache Tribe,Whiteriver,AZ,9T15,99334,Tribe,Reduced Reporter,0,2,MB,DO,2,,0,,36.5822,,0,,1.5067,,0,,0,,16462,,0,,0,,450,,0,,0,,0,,0,,0,,678,,0,,0,,No
City of Escalon,Escalon,CA,9R02-061,9R02-91078,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,2,MB,PT,1,,0,,21.157,,0,,0.8384,,0,,0,,18195,,0,,0,,860,,0,,0,,0,,0,,0,,721,,0,,0,,No
East Windsor Township,East Windsor,NJ,2194,20194,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,64037,2,MB,DO,1,,0,,7.1542,,0,,3.8863,,0,,0,,9372,,0,,0,,1310,,0,,0,,0,,0,,0,,5091,,0,,0,,No
Bad River Band of Lake Superior Tribe of Chippewa,Odanah,WI,5T12,55282,Tribe,Reduced Reporter,0,2,MB,DO,2,,0,,24.1552,,0,,4.3674,,0,,0,,265780,,0,,0,,11003,,0,,0,,0,,0,,0,,48054,,0,,0,,No
Cambridge Memorial Hospital,Cambridge,NE,7R04-022,7R04-70194,Private-Non-Profit Corporation,Rural Reporter,0,2,DR,DO,2,,0,,25.6473,,0,,2.5095,,0,,0,,20287,,0,,0,,791,,0,,0,,0,,0,,0,,1985,,0,,0,,No
City of Duarte,Duarte,CA,,90264,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,12150996,2,MB,DO,2,,0,,11.994,,0,,27.6468,,0,,0,,82183,,0,,0,,6852,,0,,0,,0,,0,,0,,189436,,0,,0,,No
Federal Programs Municipality of Gurabo,Gurabo,PR,4123,40123,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,2148346,2,MB,DO,1,,0,,9.2169,,0,,18.4419,,0,,0,,13641,,0,,0,,1480,,0,,0,,0,,0,,0,,27294,,0,,0,,No
Kaser Bus Service,Monsey,NY,2176,20176,Independent Public Agency or Authority of Transit Service,Reduced Reporter,18351295,2,MB,PT,2,,0,,54.7456,,0,,14.9555,,0,,0,,121809,,0,,0,,2225,,0,,0,,0,,0,,0,,33276,,0,,0,,No
City of Rice Lake,Rice Lake,WI,5R06-052,5R06-50218,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,2,DT,PT,2,,0,,8.5247,,0,,2.3982,,0,,0,,38489,,0,,0,,4515,,0,,0,,0,,0,,0,,10828,,0,,0,,No
City of Carthage,Carthage,MO,7R03-002,7R03-70152,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,2,DR,DO,2,,0,,10.0451,,0,,3.1435,,0,,0,,45002,,0,,0,,4480,,0,,0,,0,,0,,0,,14083,,0,,0,,No
Chase County,Cottonwood Falls,KS,7R02-025,7R02-70144,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,2,DR,DO,2,,0,,10.5863,,0,,5.6575,,0,,0,,7728,,0,,0,,730,,0,,0,,0,,0,,0,,4130,,0,,0,,No
Warren County Commission Transit,Warrenton,GA,4R03-032,4R03-40924,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,2,DR,DO,2,,0,,13.5037,,0,,1.349,,0,,0,,48708,,0,,0,,3607,,0,,0,,0,,0,,0,,4866,,0,,0,,No
Wabaunsee County General Public Transportation,Alma,KS,7R02-026,7R02-70218,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,2,DR,DO,2,,0,,32.0113,,0,,1.7172,,0,,0,,50930,,0,,0,,1591,,0,,0,,0,,0,,0,,2732,,0,,0,,No
North Fork Rancheria of Mono Indians of California,North Fork,CA,9T21,99364,Tribe,Reduced Reporter,0,2,DR,DO,2,,0,,18.3739,,0,,1.7392,,0,,0,,33955,,0,,0,,1848,,0,,0,,0,,0,,0,,3214,,0,,0,,No
Hydaburg Cooperative Association,Hydaburg,AK,0T40,279,Tribe,Reduced Reporter,0,2,DR,DO,2,,0,,13.4191,,0,,1.3116,,0,,0,,8870,,0,,0,,661,,0,,0,,0,,0,,0,,867,,0,,0,,No
Kenmare Wheels & Meals,Kenmare,ND,8R03-027,8R03-80196,Private-Non-Profit Corporation,Rural Reporter,0,2,DR,DO,2,,0,,5.8206,,0,,5.1434,,0,,0,,7590,,0,,0,,1304,,0,,0,,0,,0,,0,,6707,,0,,0,,No
City of Waupun,Waupun,WI,5R06-046,5R06-50350,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,2,DT,PT,2,,0,,5.7274,,0,,2.0659,,0,,0,,32228,,0,,0,,5627,,0,,0,,0,,0,,0,,11625,,0,,0,,No
Guide Rock,Guide Rock,NE,7R04-059,7R04-70098,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,2,DR,DO,2,,0,,50.9813,,0,,4.2241,,0,,0,,24573,,0,,0,,482,,0,,0,,0,,0,,0,,2036,,0,,0,,No
Wolf Memorial Good Samaritan Center,Albion,NE,7R04-002,7R04-70202,Private-Non-Profit Corporation,Rural Reporter,0,2,DR,DO,2,,0,,10.679,,0,,1.5212,,0,,0,,13872,,0,,0,,1299,,0,,0,,0,,0,,0,,1976,,0,,0,,No
Gove County Medical Center,Quinter,KS,7R02-052,7R02-70268,Private-Non-Profit Corporation,Rural Reporter,0,2,DR,DO,2,,0,,32.4702,,0,,0.8688,,0,,0,,44062,,0,,0,,1357,,0,,0,,0,,0,,0,,1179,,0,,0,,No
Oldham's Public Bus,LaGrange,KY,4218,40218,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,972546,2,MB,DO,2,,0,,11.9443,,0,,5.2728,,0,,0,,36693,,0,,0,,3072,,0,,0,,0,,0,,0,,16198,,0,,0,,No
City of  Chadron,Chadron,NE,7R04-015,7R04-70265,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,2,DR,DO,2,,0,,8.7019,,0,,5.9579,,0,,0,,10947,,0,,0,,1258,,0,,0,,0,,0,,0,,7495,,0,,0,,No
City of Glenwood Springs,Glenwood Springs,CO,8R01-007,8R01-80258,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,2,MB,DO,2,,0,,10.8101,,0,,19.733,,0,,0,,115819,,0,,0,,10714,,0,,0,,0,,0,,0,,211419,,0,,0,,No
City of Houston,Houston,MO,7R03-003,7R03-70165,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,2,DR,DO,2,,0,,12.1742,,0,,8.2963,,0,,0,,22437,,0,,0,,1843,,0,,0,,0,,0,,0,,15290,,0,,0,,No
City of Lawndale,Lawndale,CA,,90280,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,12150996,2,MB,PT,2,,0,,10.8376,,0,,8.8423,,0,,0,,80762,,0,,0,,7452,,0,,0,,0,,0,,0,,65893,,0,,0,,No
City of Bethel,Bethel,AK,0R04-016,0R04-00387,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,2,MB,DO,2,,0,,13.6427,,0,,7.0447,,0,,0,,42729,,0,,0,,3132,,0,,0,,0,,0,,0,,22064,,0,,0,,No
Elko Band Council,Elko,NV,9T29,99394,Tribe,Reduced Reporter,0,2,DR,DO,2,,0,,12.8645,,0,,4.5832,,0,,0,,7500,,0,,0,,583,,0,,0,,0,,0,,0,,2672,,0,,0,,No
Calhoun County Senior Citizens,Port Lavaca,TX,,6R05-66277,Independent Public Agency or Authority of Transit Service,Rural Reporter,0,2,DR,PT,2,,0,,19.4729,,0,,1.8679,,0,,0,,93139,,0,,0,,4783,,0,,0,,0,,0,,0,,8934,,0,,0,,No
City of New Richmond,New Richmond,WI,5R06-029,5R06-50360,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,2,DT,PT,2,,0,,11.9488,,0,,2.9058,,0,,0,,77237,,0,,0,,6464,,0,,0,,0,,0,,0,,18783,,0,,0,,No
Concordia Senior Citizen Center,Concordia,KS,7R02-044,7R02-70068,Private-Non-Profit Corporation,Rural Reporter,0,2,DR,DO,2,,0,,8.6242,,0,,3.5023,,0,,0,,38852,,0,,0,,4505,,0,,0,,0,,0,,0,,15778,,0,,0,,No
"East Dakota Transit, Inc.",Madison,SD,8R04-008,8R04-80190,Private-Non-Profit Corporation,Rural Reporter,0,2,DR,DO,2,,0,,8.085,,0,,5.3672,,0,,0,,26729,,0,,0,,3306,,0,,0,,0,,0,,0,,17744,,0,,0,,No
Social Circle Area Transit,Social Circle,GA,4R03-014,4R03-41155,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0,2,DR,DO,2,,0,,8.2059,,0,,2.2424,,0,,0,,29927,,0,,0,,3647,,0,,0,,0,,0,,0,,8178,,0,,0,,No
